,App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Body,Oracle,Body_token,Body_no_negations,Body_no_negations_no_sw,Body_no_negations_no_sw_stem,Body_token_n_grams,Translated Subject
187,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRXZQSF9jaFBiVVMzcTMyV3ZLQkVyXzFGQ3RhTzhCWWJHanROUUZXMkNWU0FMVjBSbWdRWE5ldENNVXJLVURHcE1xOWZ4YjJ4dlFZUDlIUlE,English,,5,2014-10-29,Paul Johnson,Great.,Only VPN I can get working with university Cisco VPN. Easy install &amp; config. Use on phone and tablet. No problem for 6 months,,USABILITY,"['only', 'vpn', 'i', 'can', 'get', 'working', 'with', 'university', 'cisco', 'vpn', '.', 'easy', 'install', '&', 'amp', ';', 'config', '.', 'use', 'on', 'phone', 'and', 'tablet', '.', 'no', 'problem', 'for', '6', 'months']","['only', 'vpn', 'i', 'can', 'get', 'working', 'with', 'university', 'cisco', 'vpn', '.', 'easy', 'install', '&', 'amp', ';', 'config', '.', 'use', 'on', 'phone', 'and', 'tablet', '.', 'for', '6', 'months']","['vpn', 'working', 'university', 'cisco', 'vpn', '.', 'easy', 'install', '&', 'amp', ';', 'config', '.', 'phone', 'tablet', '.', '6', 'months']","['vpn', 'work', 'univers', 'cisco', 'vpn', '.', 'easi', 'instal', '&', 'amp', ';', 'config', '.', 'phone', 'tablet', '.', '6', 'month']","[('only', 'vpn'), ('vpn', 'i'), ('i', 'can'), ('can', 'get'), ('get', 'working'), ('working', 'with'), ('with', 'university'), ('university', 'cisco'), ('cisco', 'vpn'), ('vpn', '.'), ('.', 'easy'), ('easy', 'install'), ('install', '&'), ('&', 'amp'), ('amp', ';'), (';', 'config'), ('config', '.'), ('.', 'use'), ('use', 'on'), ('on', 'phone'), ('phone', 'and'), ('and', 'tablet'), ('tablet', '.'), ('.', 'no'), ('no', 'problem'), ('problem', 'for'), ('for', '6'), ('6', 'months'), ('only', 'vpn', 'i'), ('vpn', 'i', 'can'), ('i', 'can', 'get'), ('can', 'get', 'working'), ('get', 'working', 'with'), ('working', 'with', 'university'), ('with', 'university', 'cisco'), ('university', 'cisco', 'vpn'), ('cisco', 'vpn', '.'), ('vpn', '.', 'easy'), ('.', 'easy', 'install'), ('easy', 'install', '&'), ('install', '&', 'amp'), ('&', 'amp', ';'), ('amp', ';', 'config'), (';', 'config', '.'), ('config', '.', 'use'), ('.', 'use', 'on'), ('use', 'on', 'phone'), ('on', 'phone', 'and'), ('phone', 'and', 'tablet'), ('and', 'tablet', '.'), ('tablet', '.', 'no'), ('.', 'no', 'problem'), ('no', 'problem', 'for'), ('problem', 'for', '6'), ('for', '6', 'months'), ('only', 'vpn', 'i', 'can'), ('vpn', 'i', 'can', 'get'), ('i', 'can', 'get', 'working'), ('can', 'get', 'working', 'with'), ('get', 'working', 'with', 'university'), ('working', 'with', 'university', 'cisco'), ('with', 'university', 'cisco', 'vpn'), ('university', 'cisco', 'vpn', '.'), ('cisco', 'vpn', '.', 'easy'), ('vpn', '.', 'easy', 'install'), ('.', 'easy', 'install', '&'), ('easy', 'install', '&', 'amp'), ('install', '&', 'amp', ';'), ('&', 'amp', ';', 'config'), ('amp', ';', 'config', '.'), (';', 'config', '.', 'use'), ('config', '.', 'use', 'on'), ('.', 'use', 'on', 'phone'), ('use', 'on', 'phone', 'and'), ('on', 'phone', 'and', 'tablet'), ('phone', 'and', 'tablet', '.'), ('and', 'tablet', '.', 'no'), ('tablet', '.', 'no', 'problem'), ('.', 'no', 'problem', 'for'), ('no', 'problem', 'for', '6'), ('problem', 'for', '6', 'months')]",
188,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRUpLTExWV0JLZXh1bEZjY0pKcEYxaTlZOHBJSjVHT2NkT3JXazhsdlVMbWxyR1RWVmx1OExOWXQ0RzNqbnlGcWE1cTFETWhUVEpIMEdvMWc,English,,1,2014-10-17,Mariam Aamir,,Bad,,OTHER,['bad'],['bad'],['bad'],['bad'],[],
189,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVB1UDZJTHp6bHpmZTJib204WW1hd1ZVTEZLRzhTQzZQZkVxU2dpTHFoTGowa0VHd1VYNzhCQUhQcnQzYVliTTV2dzU2ME95R2RUZjBBcHc,English,,5,2014-10-15,Bee Hock Goh,,Work great! Thanks.,,OTHER,"['work', 'great', '!', 'thanks', '.']","['work', 'great', '!', 'thanks', '.']","['work', 'great', '!', '.']","['work', 'great', '!', '.']","[('work', 'great'), ('great', '!'), ('!', 'thanks'), ('thanks', '.'), ('work', 'great', '!'), ('great', '!', 'thanks'), ('!', 'thanks', '.'), ('work', 'great', '!', 'thanks'), ('great', '!', 'thanks', '.')]",
190,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRlpnWDhvY3pnekpDM3EwcV9yVWFmX0lweGMzcnYwZmJvM043XzlnVUlNZ0pEQlhUVWdYVFZmV3ZjOV9faDBXLUZla0dIaEZrOTdVOTdRTWc,English,,5,2014-10-12,Demani Smith,yea,ri on,,OTHER,"['ri', 'on']","['ri', 'on']",['ri'],['ri'],"[('ri', 'on')]",
191,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRUtjTUNmSUlOLWlnU1I5d28yVnhnQjNsc3pKTTVXaElBY1l5dVNiNjdibkJwRi1vOFl4cUdQSEVUSWRwMV9CcFZDUS1IVEJNR21Rd01BdlE,English,,5,2014-10-05,Notil gmail.com,hasan.raboei,Not,,OTHER,['not'],[],[],[],[],
192,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSDhnTElWM1lyTXlwMXpzaXJaWXM2enBmYnBfWUl5NkZHZ0FfTmpJMF9nVl9ianZOSjVNQUg4OGhUbHM4a0JKVGM1YWs1eDNmWXY0YlZNX0E,English,,5,2014-10-02,Melody,,Good！,,OTHER,['good！'],['good！'],['good！'],['good！'],[],
193,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRjE5SWJTZkx1cTVhSzFZUk93MzBsVzRORElqem9CNUpwWFdoaVpPQndtdHlQaVBHQmFqUjB4UTBMbEVwUEJCNGt4SURmU2dlNTRkYlhSUFE,English,,5,2014-10-02,mojtaba norozi,,Nice,,OTHER,['nice'],['nice'],['nice'],['nice'],[],
194,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVFnVG8wVFpUR1BtVGlUT3V5TEpWRVBYMWpZdExDZmtuUGdkU2YxZ3RZOFZQNi1xMHZldlNYZlF2SHdOQl9VaFNnanJLNGstWjgwdXB2TWc,English,,5,2014-09-29,,,Simply Great,,OTHER,"['simply', 'great']","['simply', 'great']","['simply', 'great']","['simpli', 'great']","[('simply', 'great')]",
195,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSGpmcWo3N0FTSnJGVkpzVFROLUhCZUNjYVBSMC1SWFQwWEtvZDBucDljb3g5dkQ4UkR6LWI2UUhPdllZNzJLeWtiRzkwNHpGSlViYWFJa2c,English,,3,2014-09-27,majid jannesary,,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
196,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVhGam5vNlVVbXc3WHZHM3NwbjVuT1dYMUtKNXhPWVhRT0x1U1FMNU0wSElMU3pqWW5qQ2xqVFlhczAyUDJjdGVLYUw1LVI4VzVrRnIzYVE,English,,4,2014-09-13,Gavin Meerwald,Excellent app,Works well with our Cisco ASAs. RSA token import needs work but otherwise excellent!,,FEATURE,"['works', 'well', 'with', 'our', 'cisco', 'asas', '.', 'rsa', 'token', 'import', 'needs', 'work', 'but', 'otherwise', 'excellent', '!']","['works', 'well', 'with', 'our', 'cisco', 'asas', '.', 'rsa', 'token', 'import', 'needs', 'work', 'but', 'otherwise', 'excellent', '!']","['works', 'cisco', 'asas', '.', 'rsa', 'token', 'import', 'work', 'excellent', '!']","['work', 'cisco', 'asa', '.', 'rsa', 'token', 'import', 'work', 'excel', '!']","[('works', 'well'), ('well', 'with'), ('with', 'our'), ('our', 'cisco'), ('cisco', 'asas'), ('asas', '.'), ('.', 'rsa'), ('rsa', 'token'), ('token', 'import'), ('import', 'needs'), ('needs', 'work'), ('work', 'but'), ('but', 'otherwise'), ('otherwise', 'excellent'), ('excellent', '!'), ('works', 'well', 'with'), ('well', 'with', 'our'), ('with', 'our', 'cisco'), ('our', 'cisco', 'asas'), ('cisco', 'asas', '.'), ('asas', '.', 'rsa'), ('.', 'rsa', 'token'), ('rsa', 'token', 'import'), ('token', 'import', 'needs'), ('import', 'needs', 'work'), ('needs', 'work', 'but'), ('work', 'but', 'otherwise'), ('but', 'otherwise', 'excellent'), ('otherwise', 'excellent', '!'), ('works', 'well', 'with', 'our'), ('well', 'with', 'our', 'cisco'), ('with', 'our', 'cisco', 'asas'), ('our', 'cisco', 'asas', '.'), ('cisco', 'asas', '.', 'rsa'), ('asas', '.', 'rsa', 'token'), ('.', 'rsa', 'token', 'import'), ('rsa', 'token', 'import', 'needs'), ('token', 'import', 'needs', 'work'), ('import', 'needs', 'work', 'but'), ('needs', 'work', 'but', 'otherwise'), ('work', 'but', 'otherwise', 'excellent'), ('but', 'otherwise', 'excellent', '!')]",
197,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRXQ0UWVNOENINHVtSzRsSHc3OC05MlFVMVRuZV9xdFFwSl9LZE1iYmk0SDBCT19aaS1aSF9aZWVCZlhyRGM4b0RtVFkwTXh4b1R1dS1TdEE,English,,5,2014-09-03,Joven Decomotan,google,good and nice,,OTHER,"['good', 'and', 'nice']","['good', 'and', 'nice']","['good', 'nice']","['good', 'nice']","[('good', 'and'), ('and', 'nice'), ('good', 'and', 'nice')]",
198,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSFVBLUlSSFk0TmpEbzNkRmFQUi1PYzByQ1ZoV3JDLUVlMndRWWZ1UmNlR21sS3pUREZuMXlFLW1WeWJrdEhCLUM3Z2tnYXNETWdlR2t3NUE,English,,5,2014-09-02,Farzad Fallah,Great VPN Client,Works as expected. Thanks.,,OTHER,"['works', 'as', 'expected', '.', 'thanks', '.']","['works', 'as', 'expected', '.', 'thanks', '.']","['works', 'expected', '.', '.']","['work', 'expect', '.', '.']","[('works', 'as'), ('as', 'expected'), ('expected', '.'), ('.', 'thanks'), ('thanks', '.'), ('works', 'as', 'expected'), ('as', 'expected', '.'), ('expected', '.', 'thanks'), ('.', 'thanks', '.'), ('works', 'as', 'expected', '.'), ('as', 'expected', '.', 'thanks'), ('expected', '.', 'thanks', '.')]",
199,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRUVnTWhGZmFGeE1POHlwMzBCTjZLUDg0RlRwYnczZnRUVUh2Z3VfbjJ2Z1poeFgxT0NKVGNOUEN4dmFhcGN6VzJja0o3MWthUG80WUVqc2c,English,,5,2014-08-29,Mohammad Jafary,Dmtvn warm. Really cool Much fun,I LOVE YOU WITH YOUR ALL,,OTHER,"['i', 'love', 'you', 'with', 'your', 'all']","['i', 'love', 'you', 'with', 'your', 'all']",['love'],['love'],"[('i', 'love'), ('love', 'you'), ('you', 'with'), ('with', 'your'), ('your', 'all'), ('i', 'love', 'you'), ('love', 'you', 'with'), ('you', 'with', 'your'), ('with', 'your', 'all'), ('i', 'love', 'you', 'with'), ('love', 'you', 'with', 'your'), ('you', 'with', 'your', 'all')]",
200,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSFNWcU0wbTJhMldpNk01TldiQk83b3VKX1Axa3NMODk3SGhkTlI2aHFSV2thRVZGSXZUZ0JkUEV2R200U1phWFRDc2pKTzVLNXVSWHA5RVE,English,,1,2014-08-26,Ali ghashghaei,,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
201,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRS15RVhiY19EalRvTzFaN215VFZRYV8xUkN5a2JaMG41cVFnZ1FfTGs4WS15QjhHdTB3aGRCbWR4RXZoX1IyZW9GOWJrUTlkWFZKU0E5X3c,English,,4,2014-08-26,Sohrab Amiri,,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
202,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRXJJMjJ2VmhVNjhJVDVDaVNXd2FSdElNTTRBS0J5eHJFREVGeWlFVm9fTWpkd0FxdkliVXlZUm9sb3phbTdsNUVlbi0wdGVncFVpbm5kSEE,English,,5,2014-08-16,S T,عالیه,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
203,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSDZfWUM5a1hZcXRGdzJUZGI0RU9BRTJCNHJFaW9jU3J3TlRYWUZGYndRNmtZS0tpYkdINmxuSzVxallCczU2QkJCWXF0WjEzSzdNaUhUWHc,English,,5,2014-08-15,Eric Chai,Only OpenConnect works in KitKat 4.4,Perfect app! Only OpenConnect works in KitKat 4.4 to my VPN service by now. It is so easy to configure and use,,USABILITY,"['perfect', 'app', '!', 'only', 'openconnect', 'works', 'in', 'kitkat', '4.4', 'to', 'my', 'vpn', 'service', 'by', 'now', '.', 'it', 'is', 'so', 'easy', 'to', 'configure', 'and', 'use']","['perfect', 'app', '!', 'only', 'openconnect', 'works', 'in', 'kitkat', '4.4', 'to', 'my', 'vpn', 'service', 'by', 'now', '.', 'it', 'is', 'so', 'easy', 'to', 'configure', 'and', 'use']","['perfect', 'app', '!', 'openconnect', 'works', 'kitkat', '4.4', 'vpn', 'service', '.', 'easy', 'configure']","['perfect', 'app', '!', 'openconnect', 'work', 'kitkat', '4.4', 'vpn', 'servic', '.', 'easi', 'configur']","[('perfect', 'app'), ('app', '!'), ('!', 'only'), ('only', 'openconnect'), ('openconnect', 'works'), ('works', 'in'), ('in', 'kitkat'), ('kitkat', '4.4'), ('4.4', 'to'), ('to', 'my'), ('my', 'vpn'), ('vpn', 'service'), ('service', 'by'), ('by', 'now'), ('now', '.'), ('.', 'it'), ('it', 'is'), ('is', 'so'), ('so', 'easy'), ('easy', 'to'), ('to', 'configure'), ('configure', 'and'), ('and', 'use'), ('perfect', 'app', '!'), ('app', '!', 'only'), ('!', 'only', 'openconnect'), ('only', 'openconnect', 'works'), ('openconnect', 'works', 'in'), ('works', 'in', 'kitkat'), ('in', 'kitkat', '4.4'), ('kitkat', '4.4', 'to'), ('4.4', 'to', 'my'), ('to', 'my', 'vpn'), ('my', 'vpn', 'service'), ('vpn', 'service', 'by'), ('service', 'by', 'now'), ('by', 'now', '.'), ('now', '.', 'it'), ('.', 'it', 'is'), ('it', 'is', 'so'), ('is', 'so', 'easy'), ('so', 'easy', 'to'), ('easy', 'to', 'configure'), ('to', 'configure', 'and'), ('configure', 'and', 'use'), ('perfect', 'app', '!', 'only'), ('app', '!', 'only', 'openconnect'), ('!', 'only', 'openconnect', 'works'), ('only', 'openconnect', 'works', 'in'), ('openconnect', 'works', 'in', 'kitkat'), ('works', 'in', 'kitkat', '4.4'), ('in', 'kitkat', '4.4', 'to'), ('kitkat', '4.4', 'to', 'my'), ('4.4', 'to', 'my', 'vpn'), ('to', 'my', 'vpn', 'service'), ('my', 'vpn', 'service', 'by'), ('vpn', 'service', 'by', 'now'), ('service', 'by', 'now', '.'), ('by', 'now', '.', 'it'), ('now', '.', 'it', 'is'), ('.', 'it', 'is', 'so'), ('it', 'is', 'so', 'easy'), ('is', 'so', 'easy', 'to'), ('so', 'easy', 'to', 'configure'), ('easy', 'to', 'configure', 'and'), ('to', 'configure', 'and', 'use')]",
204,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRThzX2dPTmM1YlY0R19scHVWaDA2Uk5sVmRVWFJmU25QcFJpaDl3RW1iWnRNNm5DNnRTWlFkTVpJY3VIeFlaU2FlSG5pOVpwOEtldlNqQ3c,English,,5,2014-08-09,Don Porvasnik,OpenConnect,Works perfect every time on Nexus 5. Cisco Anyconnect was always questionable as to whether or not it would connect to my work. OC has always worked without wonder.,,USABILITY,"['works', 'perfect', 'every', 'time', 'on', 'nexus', '5.', 'cisco', 'anyconnect', 'was', 'always', 'questionable', 'as', 'to', 'whether', 'or', 'not', 'it', 'would', 'connect', 'to', 'my', 'work', '.', 'oc', 'has', 'always', 'worked', 'without', 'wonder', '.']","['works', 'perfect', 'every', 'time', 'on', 'nexus', '5.', 'cisco', 'anyconnect', 'was', 'always', 'questionable', 'as', 'to', 'whether', 'or', 'would', 'connect', 'to', 'my', 'work', '.', 'oc', 'has', 'always', 'worked', 'without', 'wonder', '.']","['works', 'perfect', 'time', 'nexus', '5.', 'cisco', 'anyconnect', 'questionable', 'connect', 'work', '.', 'oc', 'worked', '.']","['work', 'perfect', 'time', 'nexu', '5.', 'cisco', 'anyconnect', 'question', 'connect', 'work', '.', 'oc', 'work', '.']","[('works', 'perfect'), ('perfect', 'every'), ('every', 'time'), ('time', 'on'), ('on', 'nexus'), ('nexus', '5.'), ('5.', 'cisco'), ('cisco', 'anyconnect'), ('anyconnect', 'was'), ('was', 'always'), ('always', 'questionable'), ('questionable', 'as'), ('as', 'to'), ('to', 'whether'), ('whether', 'or'), ('or', 'not'), ('not', 'it'), ('it', 'would'), ('would', 'connect'), ('connect', 'to'), ('to', 'my'), ('my', 'work'), ('work', '.'), ('.', 'oc'), ('oc', 'has'), ('has', 'always'), ('always', 'worked'), ('worked', 'without'), ('without', 'wonder'), ('wonder', '.'), ('works', 'perfect', 'every'), ('perfect', 'every', 'time'), ('every', 'time', 'on'), ('time', 'on', 'nexus'), ('on', 'nexus', '5.'), ('nexus', '5.', 'cisco'), ('5.', 'cisco', 'anyconnect'), ('cisco', 'anyconnect', 'was'), ('anyconnect', 'was', 'always'), ('was', 'always', 'questionable'), ('always', 'questionable', 'as'), ('questionable', 'as', 'to'), ('as', 'to', 'whether'), ('to', 'whether', 'or'), ('whether', 'or', 'not'), ('or', 'not', 'it'), ('not', 'it', 'would'), ('it', 'would', 'connect'), ('would', 'connect', 'to'), ('connect', 'to', 'my'), ('to', 'my', 'work'), ('my', 'work', '.'), ('work', '.', 'oc'), ('.', 'oc', 'has'), ('oc', 'has', 'always'), ('has', 'always', 'worked'), ('always', 'worked', 'without'), ('worked', 'without', 'wonder'), ('without', 'wonder', '.'), ('works', 'perfect', 'every', 'time'), ('perfect', 'every', 'time', 'on'), ('every', 'time', 'on', 'nexus'), ('time', 'on', 'nexus', '5.'), ('on', 'nexus', '5.', 'cisco'), ('nexus', '5.', 'cisco', 'anyconnect'), ('5.', 'cisco', 'anyconnect', 'was'), ('cisco', 'anyconnect', 'was', 'always'), ('anyconnect', 'was', 'always', 'questionable'), ('was', 'always', 'questionable', 'as'), ('always', 'questionable', 'as', 'to'), ('questionable', 'as', 'to', 'whether'), ('as', 'to', 'whether', 'or'), ('to', 'whether', 'or', 'not'), ('whether', 'or', 'not', 'it'), ('or', 'not', 'it', 'would'), ('not', 'it', 'would', 'connect'), ('it', 'would', 'connect', 'to'), ('would', 'connect', 'to', 'my'), ('connect', 'to', 'my', 'work'), ('to', 'my', 'work', '.'), ('my', 'work', '.', 'oc'), ('work', '.', 'oc', 'has'), ('.', 'oc', 'has', 'always'), ('oc', 'has', 'always', 'worked'), ('has', 'always', 'worked', 'without'), ('always', 'worked', 'without', 'wonder'), ('worked', 'without', 'wonder', '.')]",
205,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRmJ5azlvVk1wZTA0VkxBelRCdHV1YjBBdTdIU0thTWVCcnVrdk1MTWlrZ2s2UVJhaFhaNjAtNC1vY2laQm1IbWFJem93QVp3LUZRVFpva3c,English,,5,2014-08-08,Ron Raffensperger,So ready,Really easy and fast to connect. Doesn't need Root.,,USABILITY,"['really', 'easy', 'and', 'fast', 'to', 'connect', '.', 'does', ""n't"", 'need', 'root', '.']","['really', 'easy', 'and', 'fast', 'to', 'connect', '.', '.']","['easy', 'fast', 'connect', '.', '.']","['easi', 'fast', 'connect', '.', '.']","[('really', 'easy'), ('easy', 'and'), ('and', 'fast'), ('fast', 'to'), ('to', 'connect'), ('connect', '.'), ('.', 'does'), ('does', ""n't""), (""n't"", 'need'), ('need', 'root'), ('root', '.'), ('really', 'easy', 'and'), ('easy', 'and', 'fast'), ('and', 'fast', 'to'), ('fast', 'to', 'connect'), ('to', 'connect', '.'), ('connect', '.', 'does'), ('.', 'does', ""n't""), ('does', ""n't"", 'need'), (""n't"", 'need', 'root'), ('need', 'root', '.'), ('really', 'easy', 'and', 'fast'), ('easy', 'and', 'fast', 'to'), ('and', 'fast', 'to', 'connect'), ('fast', 'to', 'connect', '.'), ('to', 'connect', '.', 'does'), ('connect', '.', 'does', ""n't""), ('.', 'does', ""n't"", 'need'), ('does', ""n't"", 'need', 'root'), (""n't"", 'need', 'root', '.')]",
206,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRTNvcFp4NUhZNlJZa0hBRDBaTlFBSkRNMzdLSGJCMkpuZkhJNzBMV3JHRmVfYW1mRWg1SzVFWmROZUkySTR6REdqRDU0RVdOd0czenpLcEE,English,,4,2014-07-29,ali rastian,,Open connect,,OTHER,"['open', 'connect']","['open', 'connect']","['open', 'connect']","['open', 'connect']","[('open', 'connect')]",
207,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSEZlbDFvTk5yRlNKS0lMVkN6Uk5LQWNhRFgtSEN6UEtlOTlXdFlqejhiRk43ZGxoYkY3RTl2QmNlX3JfbGJwLVBXLTE5QVNtbXQydHRYNnc,English,,5,2014-07-29,Andrew Fussell,"Works great,","I was having trouble with anyconnect over 3g networks, open connects works much better",,OTHER,"['i', 'was', 'having', 'trouble', 'with', 'anyconnect', 'over', '3g', 'networks', ',', 'open', 'connects', 'works', 'much', 'better']","['i', 'was', 'having', 'trouble', 'with', 'anyconnect', 'over', '3g', 'networks', ',', 'open', 'connects', 'works', 'much', 'better']","['trouble', 'anyconnect', '3g', 'networks', ',', 'open', 'connects', 'works']","['troubl', 'anyconnect', '3g', 'network', ',', 'open', 'connect', 'work']","[('i', 'was'), ('was', 'having'), ('having', 'trouble'), ('trouble', 'with'), ('with', 'anyconnect'), ('anyconnect', 'over'), ('over', '3g'), ('3g', 'networks'), ('networks', ','), (',', 'open'), ('open', 'connects'), ('connects', 'works'), ('works', 'much'), ('much', 'better'), ('i', 'was', 'having'), ('was', 'having', 'trouble'), ('having', 'trouble', 'with'), ('trouble', 'with', 'anyconnect'), ('with', 'anyconnect', 'over'), ('anyconnect', 'over', '3g'), ('over', '3g', 'networks'), ('3g', 'networks', ','), ('networks', ',', 'open'), (',', 'open', 'connects'), ('open', 'connects', 'works'), ('connects', 'works', 'much'), ('works', 'much', 'better'), ('i', 'was', 'having', 'trouble'), ('was', 'having', 'trouble', 'with'), ('having', 'trouble', 'with', 'anyconnect'), ('trouble', 'with', 'anyconnect', 'over'), ('with', 'anyconnect', 'over', '3g'), ('anyconnect', 'over', '3g', 'networks'), ('over', '3g', 'networks', ','), ('3g', 'networks', ',', 'open'), ('networks', ',', 'open', 'connects'), (',', 'open', 'connects', 'works'), ('open', 'connects', 'works', 'much'), ('connects', 'works', 'much', 'better')]",
